实际抵达日期,产品描述,收货人,收货人地址,发货人,发货人地址,通知人,承运人,原产国,海外装货港,目的港,目的国,启运国,产品件数/拼箱货柜,数量单位,TEU,千克重/拼箱货柜,千克重/件,尺寸,货运收货人,货柜号,卸货港,卸货港所在州,装运标志及编号,产品海关编码,货柜运输类型,支线承运人收货地,货运托运人,双抬头托运人,货柜个数/船东提单,收货人所在州
2023-04-12,SILICONE OIL SILICONE OIL(H.S.CODE 2931.90) - KF-995 INV NO.SDAT-3326 COUNTRY OF ORIGIN JAPAN STOLT REF 10669743-WAY BILL- 1 TANK-CONTAINER FREIGHT ALL PREPAID INCLUDING THC AT DESTINATION,KNOWLTON DEVELOPMENT CORPORATION,"315 KNOWLTONKNOWLTON, QUEBEC J0E 1V0, CANADAPHONE 450-242-2727ATTN MR.JIM TOBER","SHIN-ETSU CHEMICAL CO.,LTD.","4-1, MARUNOUCHI 1-CHOME,CHIYODA-KU, TOKYO, 100-0005 JAPANTEL (03)6812-2402 FAX (03)6812-2412","1)BGL BROKARAGE LTD;2)SHIN-ETSU SILICONES OF AMERICA, 300 RUE DU SAINT-SACREMENT 123MONTREAL QC H2Y 1X4TEL 514-288-8111 X323 /EMAIL BKURKJLANBGLBROKERAGE.COM;INC.",HLCU-HAPAG LLOYD A G,JAPAN,TOKYO,TACOMA,CANADA,JAPAN,1,PCS,1.0,19530.0,19530.0,2000*806*800,None,EXFU5551304,TACOMA,WASHINGTON,NO MARKS,293190,FCL,"TOKYO, JP",HAPAG LLOYD A G,TRANSHIPMENT,1,None
2023-04-11,SILICONE OIL NON HAZA CHEMICAL HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,"HEAD OFFICE 1150 DAMAR DRIVE AKRON, OH 44305 US","SHIN-ETSU CHEMICAL CO.,LTD.","4-1,MARUNOUCHI 1-CHOME,CHIYODA-KU, TOKYO, 100-0005 JP",None,NSQP-NISSIN CORPORATION,JAPAN,SHANG HAI,NORFOLK,UNITED STATES,CHINA,1,TNK,1.0,19550.0,19550.0,2000*806*800,DEN HARTOGH AMERICAS INC,DHDU1479915,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40306987,40306988 KF-995 C/NO.1-2 RAEFORD NC MADE IN JAPAN LOT NO.302262,302263",293190,FCL,YOKOHAMA,NISSIN CORPORATION,TRANSHIPMENT,2,OHIO
2023-04-11,SILICONE OIL NON HAZA CHEMICAL HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,"HEAD OFFICE 1150 DAMAR DRIVE AKRON, OH 44305 US","SHIN-ETSU CHEMICAL CO.,LTD.","4-1,MARUNOUCHI 1-CHOME,CHIYODA-KU, TOKYO, 100-0005 JP",None,NSQP-NISSIN CORPORATION,JAPAN,SHANG HAI,NORFOLK,UNITED STATES,CHINA,1,TNK,1.0,19550.0,19550.0,2000*806*800,DEN HARTOGH AMERICAS INC,CXTU1002891,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40306987,40306988 KF-995 C/NO.1-2 RAEFORD NC MADE IN JAPAN LOT NO.302262,302263",293190,FCL,YOKOHAMA,NISSIN CORPORATION,TRANSHIPMENT,2,OHIO
2023-04-11,DIMETHYL SILICONE FLUID PO : 15688,"BRB NORTH AMERICA, INC. - C O INTER","320 ELIZABETH AVE NEWARK, NJ 07112,UNITED STATES NEWARK NJ 07112 US","HANGZHOU ZHIXIN CHEMICAL CO.,LTD.","ROOM 904, BLOCK A, JINTONGINTERNATIONAL BUILDING, NO.113 HANGZHOU 33 310015 CN","BRB NORTH AMERICA, INC. - C/O INTER",SDVO,CHINA,SHANG HAI,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,80,DR,1.0,16144.0,201.8,2000*806*800,NORTHSTAR GLOBAL FREIGHT INC.,EGHU3886554,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,SHANGHAI,"SHANGHAI DREAM ASIA INTERNATIONAL LOGISTICS CO.,LTD",TRANSHIPMENT,1,NEW JERSEY
2023-04-11,"SILICONE OIL (KF-995) NON HA ZARDOUS CHEMICAL H.S. CODE : 2 931.90 INV NO. SDAT-3298 COU NTRY OF ORIGIN : JAPAN NOT CLA SSIFIED IN ACCORDANCE WITH IM DG CODEHAZARDOUS IN THE USA IN ACCORDANCE WITH 49CFR NA 1993 COMBUSTIBLE LIQUID , N.O.S (DECAMETHYLCYCLOPENTASILOXANE ) ,III,FLASHPOINT + 82.7C C. C (TOTAL N/W) 39,130KGS",SHIN-ETSU SILICONES OF AMERICA INC.,"HEAD OFFICE 1150 DAMAR DRIVEAKRON, OH 44305, U.S.A.TAX ID : 95-4015700 14403568866","SHIN-ETSU CHEMICAL CO.,LTD.","4-1, MARUNOUCHI 1-CHOME ,CHIYODA-KU, TOKYO,JAPANTAX ID : 99995010001008680 81357304051","SHIN-ETSU SILICONES OF AMERICA, INC",MAEU-MAERSK LINE,JAPAN,UNKNOWN,NORFOLK,UNITED STATES,UNKNOW,1,TNK,1.0,19564.8,19564.8,2000*806*802,NEWPORT TANK CONTAINERS (USA) LLC,SIMU2515476,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40308584 4 0308585 KF-995 C/NO.1-2 BROWN SUM MIT NC MADE IN JAPAN LOT NO. 30226 0,302261",293190,FCL,YOKOHAMA,CHIKKO CORPORATION,TRANSHIPMENT,2,NEBRASKA
2023-04-11,"SILICONE OIL (KF-995) NON HA ZARDOUS CHEMICAL H.S. CODE : 2 931.90 INV NO. SDAT-3298 COU NTRY OF ORIGIN : JAPAN NOT CLA SSIFIED IN ACCORDANCE WITH IM DG CODEHAZARDOUS IN THE USA IN ACCORDANCE WITH 49CFR NA 1993 COMBUSTIBLE LIQUID , N.O.S (DECAMETHYLCYCLOPENTASILOXANE ) ,III,FLASHPOINT + 82.7C C. C (TOTAL N/W) 39,130KGS",SHIN-ETSU SILICONES OF AMERICA INC.,"HEAD OFFICE 1150 DAMAR DRIVEAKRON, OH 44305, U.S.A.TAX ID : 95-4015700 14403568866","SHIN-ETSU CHEMICAL CO.,LTD.","4-1, MARUNOUCHI 1-CHOME ,CHIYODA-KU, TOKYO,JAPANTAX ID : 99995010001008680 81357304051","SHIN-ETSU SILICONES OF AMERICA, INC",MAEU-MAERSK LINE,JAPAN,UNKNOWN,NORFOLK,UNITED STATES,UNKNOW,1,TNK,1.0,19564.8,19564.8,2000*806*802,NEWPORT TANK CONTAINERS (USA) LLC,SIMU2422732,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40308584 4 0308585 KF-995 C/NO.1-2 BROWN SUM MIT NC MADE IN JAPAN LOT NO. 30226 0,302261",293190,FCL,YOKOHAMA,CHIKKO CORPORATION,TRANSHIPMENT,2,NEBRASKA
2023-04-10,SILICONE OIL,SHIN-ETSU SILICONES OF AMERICA INC.,".HEAD OFFICE 1150 DAMAR DRIVEAKRON,DRIVEAKRON OH 44305 US","SHIN-ETSU CHEMICAL CO.,LTD.",".6-1, OHTEMACHI 2-CHOME,CHIYODA-KU 13 100-0001 JP","1)SHIN-ETSU SILICONES OF AMERICA, I",ONEY,JAPAN,BUSAN/PUSAN,NORFOLK,UNITED STATES,SOUTH KOREA,1,TNK,1.0,19525.0,19525.0,2000*806*802,"NIPPON CONCEPT AMERICA, LLC",NCCU1803940,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40306995, 40306996 KF 995 C/NO.1-2 RAEFORD NC MADE IN JAPAN LOT NO. 02266,302267",0,FCL,"TOKYO, TOKYO",NIPPON CONCEPT CORPORATION,TRANSHIPMENT,2,OHIO
2023-04-10,SILICONE OIL H.S. CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,"HEAD OFFICE 1150 DAMAR DRIVE AKRON, OH 44305 US","SHIN-ETSU CHEMICAL CO.,LTD.","4-1,MARUNOUCHI 1-CHOME,CHIYODA-KU, TOKYO, 100-0005 JP",None,NSQP-NISSIN CORPORATION,JAPAN,SHANG HAI,NORFOLK,UNITED STATES,CHINA,1,TNK,1.0,19540.0,19540.0,2000*806*800,DEN HARTOGH AMERICAS INC,DHDU1372634,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40306989,40306990,40306991 KF-995 C/NO.1-3 RAEFORD NC MADE IN JAPAN LOT NO.302265,302268,302269",293190,FCL,YOKOHAMA,NISSIN CORPORATION,TRANSHIPMENT,3,OHIO
2023-04-10,SILICONE OIL H.S. CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,"HEAD OFFICE 1150 DAMAR DRIVE AKRON, OH 44305 US","SHIN-ETSU CHEMICAL CO.,LTD.","4-1,MARUNOUCHI 1-CHOME,CHIYODA-KU, TOKYO, 100-0005 JP",None,NSQP-NISSIN CORPORATION,JAPAN,SHANG HAI,NORFOLK,UNITED STATES,CHINA,1,TNK,1.0,19540.0,19540.0,2000*806*800,DEN HARTOGH AMERICAS INC,EXFU0712962,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40306989,40306990,40306991 KF-995 C/NO.1-3 RAEFORD NC MADE IN JAPAN LOT NO.302265,302268,302269",293190,FCL,YOKOHAMA,NISSIN CORPORATION,TRANSHIPMENT,3,OHIO
2023-04-10,SHIN-ETSU SILICONE BRAND,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE 1150 DAMAR DRIVE AKRON OH 44305 US IMPORT DIV. TE 330-630-9860,"SHIN-ETSU CHEMICAL CO.,LTD.","HEAD OFFICE, 4-1, MARUNOUCHI1-CHOMECHIYODA-KU, TOKYO 100-0005 JP EXPORT DIV. TE 03-6812-2400","SHIN-ETSU SILICONES OF AMERICA, INC",MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,THAILAND,LAEM CHABANG,SAVANNAH,UNITED STATES,THAILAND,80,DR,0.0,18431.22,230.39,0,MITSUBISHI LOGISTICS AMERICA CORPOR,CARU5789420,SAVANNAH,GEORGIA,KEG-2052-2-A/B,391000,FCL,LAEM CHABANG,MITSUBISHI LOGISTICS (THAILAND) CO.,TRANSHIPMENT,4,OHIO
2023-04-10,SHIN-ETSU SILICONE BRAND,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE 1150 DAMAR DRIVE AKRON OH 44305 US IMPORT DIV. TE 330-630-9860,"SHIN-ETSU CHEMICAL CO.,LTD.","HEAD OFFICE, 4-1, MARUNOUCHI1-CHOMECHIYODA-KU, TOKYO 100-0005 JP EXPORT DIV. TE 03-6812-2400","SHIN-ETSU SILICONES OF AMERICA, INC",MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,THAILAND,LAEM CHABANG,SAVANNAH,UNITED STATES,THAILAND,80,DR,0.0,18431.22,230.39,0,MITSUBISHI LOGISTICS AMERICA CORPOR,MEDU4215437,SAVANNAH,GEORGIA,KEG-2052-2-A/B,391000,FCL,LAEM CHABANG,MITSUBISHI LOGISTICS (THAILAND) CO.,TRANSHIPMENT,4,OHIO
2023-04-10,SILICONE OIL H.S. CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,"HEAD OFFICE 1150 DAMAR DRIVE AKRON, OH 44305 US","SHIN-ETSU CHEMICAL CO.,LTD.","4-1,MARUNOUCHI 1-CHOME,CHIYODA-KU, TOKYO, 100-0005 JP",None,NSQP-NISSIN CORPORATION,JAPAN,SHANG HAI,NORFOLK,UNITED STATES,CHINA,1,TNK,1.0,19540.0,19540.0,2000*806*800,DEN HARTOGH AMERICAS INC,SLZU2815656,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40306989,40306990,40306991 KF-995 C/NO.1-3 RAEFORD NC MADE IN JAPAN LOT NO.302265,302268,302269",293190,FCL,YOKOHAMA,NISSIN CORPORATION,TRANSHIPMENT,3,OHIO
2023-04-10,SILICONE OIL 18 IBC X 950 KGS OF BRB DM 1000 HS CODE : 39100000,BRB NORTH AMERICA INC.,"C/O INTERATLAS LOGISTIC INC,320 ELIZABETH AVE. NEWARK NJ 07112- USA NEWARK NJ 07112 US TE +19737329786",BRB MALAYSIA SDN BHD,"LEVEL 5-1, WISMA SAMUDRA NO 1, JALAN KONTRAKTORU1/14 HICOM-GLENMARIE INDUSTRIAL PARK SHAH ALAM ; ; MY ; TE;FX +60358787300;+60358787301",None,MOXR-MORRISON EXPRESS CORPORATION (U S A),SINGAPORE,SINGAPORE,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,SINGAPORE,18,PKG,1.0,18234.0,1013.0,2000*806*800,MORRISON EXPRESS CORPORATION (U.S.A,SEGU3010059,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NIL MARKS,39100000,FCL,SINGAPORE,MORRISON EXPRESS (M) SDN BHD (21881,TRANSHIPMENT,1,NEW JERSEY
2023-04-10,SHIN-ETSU SILICONE BRAND,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE 1150 DAMAR DRIVE AKRON OH 44305 US IMPORT DIV. TE 330-630-9860,"SHIN-ETSU CHEMICAL CO.,LTD.","HEAD OFFICE, 4-1, MARUNOUCHI1-CHOMECHIYODA-KU, TOKYO 100-0005 JP EXPORT DIV. TE 03-6812-2400","SHIN-ETSU SILICONES OF AMERICA, INC",MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,THAILAND,LAEM CHABANG,SAVANNAH,UNITED STATES,THAILAND,70,DR,0.0,16127.32,230.39,0,MITSUBISHI LOGISTICS AMERICA CORPOR,TRLU9514902,SAVANNAH,GEORGIA,KEG-2052-2-A/B,391000,FCL,LAEM CHABANG,MITSUBISHI LOGISTICS (THAILAND) CO.,TRANSHIPMENT,4,OHIO
2023-04-10,DIMETHYL SILICONE FLUID ZZSIL DM 5 CYCLOPENTASILOXANE ZZSIL CM 5,GRANT INDUSTRIES INC.,"98A MAIN AVENUE,ELMWOOD PARK,NJ07407 USA NEW YORK,NY US TE 201-791-6700","ZHEJIANG ZHENGHE SILICONE MATERIAL CO.,LTD.",NO.60 HUAYIN NORTH ROADQUZHOU CITY ZHEJIANG CHINA SHANGHAI CN TE 571 86957231,YUSAN LOGISTICS(AMERICAS)INC.,SMWJ,CHINA,SHANG HAI,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,80,DR,1.0,16944.0,211.8,2000*800*800,MILKYWAY INTERNATIONAL CHEMICAL SUP,BCLU8010201,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,SHANGHAI,SHANGHAI MILKYWAY CHEMICAL LOGISTIC,TRANSHIPMENT,2,NEW JERSEY
2023-04-10,DIMETHYL SILICONE FLUID ZZSIL DM 5 CYCLOPENTASILOXANE ZZSIL CM 5,GRANT INDUSTRIES INC.,"98A MAIN AVENUE,ELMWOOD PARK,NJ07407 USA NEW YORK,NY US TE 201-791-6700","ZHEJIANG ZHENGHE SILICONE MATERIAL CO.,LTD.",NO.60 HUAYIN NORTH ROADQUZHOU CITY ZHEJIANG CHINA SHANGHAI CN TE 571 86957231,YUSAN LOGISTICS(AMERICAS)INC.,SMWJ,CHINA,SHANG HAI,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,80,DR,1.0,16944.0,211.8,2000*800*800,MILKYWAY INTERNATIONAL CHEMICAL SUP,BCLU8009324,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,SHANGHAI,SHANGHAI MILKYWAY CHEMICAL LOGISTIC,TRANSHIPMENT,2,NEW JERSEY
2023-04-10,SILICONE PAD RUBBER HEAD,GLORY PARTY,460 LAWTON AVENUE RIDGEFIELD NJ 07657 US,GUANGZHOU FIVE SIX TECHNOLOGY CO L,138 12 SHICHA ROAD GUANGZHOU CN,None,TZWH,CHINA,NING BO,LONG BEACH,UNITED STATES,CHINA,1,CTN,0.0,11.0,11.0,0,TWTH EXPRESS INC.,MATU2670959,LONG BEACH,CALIFORNIA,NO-MARKS,0,LCL,NINGBO,TWTH EXPRESS CO LTD.,TRANSHIPMENT,1,NEW JERSEY
2023-04-10,SILICONE OIL,SHIN-ETSU SILICONES OF AMERICA INC.,".HEAD OFFICE 1150 DAMAR DRIVEAKRON,DRIVEAKRON OH 44305 US","SHIN-ETSU CHEMICAL CO.,LTD.",".6-1, OHTEMACHI 2-CHOME,CHIYODA-KU 13 100-0001 JP","1)SHIN-ETSU SILICONES OF AMERICA, I",ONEY,JAPAN,BUSAN/PUSAN,NORFOLK,UNITED STATES,SOUTH KOREA,1,TNK,1.0,19525.0,19525.0,2000*806*802,"NIPPON CONCEPT AMERICA, LLC",NCCU1261751,NORFOLK,VIRGINIA,"(VAN SIDE MARK) 40306995, 40306996 KF 995 C/NO.1-2 RAEFORD NC MADE IN JAPAN LOT NO. 02266,302267",0,FCL,"TOKYO, TOKYO",NIPPON CONCEPT CORPORATION,TRANSHIPMENT,2,OHIO
2023-04-10,METHYL HYDROGEN SILICONE FLUID,UNIQUECHEM SOLUTIONS INC.,"120 TRADERS BLVD E,SUITE 208L4Z 2H7 MISSISSAUGA ON CA",ZHEJIANG CASTCHEM NEW MATERIAL CO.,"NO.10 WEIYI ROAD,HIGH-TECHZONE,QUZHOU CITY ZHEJIANG CN",KMM(USA) INC,ELCM-EVERSTAR LOGISTICS CO LTD,PANAMA,CRISTOBAL,"NEW YORK/NEWARK AREA, NEWARK",CANADA,PANAMA,18,CTN,0.0,19044.0,1058.0,0,GST FREIGHT INC,MEDU2852354,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,CRISTOBAL PANAMA,"EVERSTAR LOGISTICS CO.,LTD.",TRANSHIPMENT,1,None
2023-04-10,SHIN-ETSU SILICONE BRAND,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE 1150 DAMAR DRIVE AKRON OH 44305 US IMPORT DIV. TE 330-630-9860,"SHIN-ETSU CHEMICAL CO.,LTD.","HEAD OFFICE, 4-1, MARUNOUCHI1-CHOMECHIYODA-KU, TOKYO 100-0005 JP EXPORT DIV. TE 03-6812-2400","SHIN-ETSU SILICONES OF AMERICA, INC",MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,THAILAND,LAEM CHABANG,SAVANNAH,UNITED STATES,THAILAND,80,DR,0.0,18431.22,230.39,0,MITSUBISHI LOGISTICS AMERICA CORPOR,MEDU4301704,SAVANNAH,GEORGIA,KEG-2052-2-A/B,391000,FCL,LAEM CHABANG,MITSUBISHI LOGISTICS (THAILAND) CO.,TRANSHIPMENT,4,OHIO
2023-04-10,SENSOR CONTROLLER FOR DOOR OPENER FUNNEL BRAKE FLUID BLEEDER MANUAL AIR PUMP AUTO REPAIR TOOL SILICONE BREAST AUTO REPAIR TOOL SETHANGING BAG MANIFOLD GAUGE SET ENGINE TIMING TOOL TOOL KIT KNIFE PLIERS CIVIC SCOPE HOUSEHOLD KNIFE LUG NUTS SOCKET WRENCH REMOVAL TOOL SET WRENCH ADAPTER HORN WRENCH HEAD SHOVEL FUEL PUMP OIL PUMP FILLING NOZZLE SLIDE HAMMER PULLER HAND TOOLS QUICK COUPLER CYLINDER LINER HONING BRUSH VALVE SPRING COMPRESSOR SPECTACLE CASE SPLASH GUARDS THREAD REPAIR KIT,CONNOLLY SUPPLIES INC.,"3385 MICHELSON DR. APT #252 , IRVINE CA 92612 US",NONE,NONE,None,AMZD,CHINA,SHANG HAI,OAKLAND,UNITED STATES,CHINA,2463,CTN,2.0,17031.89,6.92,4000*906*802,"AMAZON LOGISTICS,INC.",MRKU5335654,OAKLAND,CALIFORNIA,NO MARKS,0,FCL,CNSHA,BEIJING CENTURY JOYO COURIER SERVICE CO. LTD,TRANSHIPMENT,1,CALIFORNIA
2023-04-09,HEADLIGHT BRACKET LICENCE FRAME DECORATIVE STICKER TIE ROD WRENCH SHIFT KNOB WITH TIRE TIRE PRESSURE GAUGE SILICONE MATFLASHLIGHT PLIER FILTER WRENCH MAGNETIC PICK-UP TOOL PLASTIC WRENCH STUD EXTRACTOR TYRE WRENCH SPARK PLUG SLEEVE WRENCH RUBBER STAIR TREADS MAGNETIC LOCATION,GUANGDONG QIAOYU AUTO PARTS & COM,MODITIES CORP. C/O FBA1568 NORTH LINDEN AVENUE RIALTO CA 92376 US,GUANGDONG QIAOYU AUTO PARTS & COM,"MODITIES CORP.ROOM 316, 197 SHUI XILU, HUANGPU DISTRICT,GUANGZHOU, CN GUANGZHOU GU 510530 CN",GOLDEN STATE FC LLC,AMZD,CHINA,YANTIAN,LOS ANGELES,UNITED STATES,CHINA,228,CTN,0.45,3498.0,15.34,4000*900*800,"AMAZON LOGISTICS, INC.",CULU5900634,LOS ANGELES,CALIFORNIA,NO MARKS,0,LCL,CNYTN,BEIJING CENTURY JOYO COURIER SERVIC,TRANSHIPMENT,1,CALIFORNIA
2023-04-09,"GASKET W SEAL CYLINDER HEAD GASKET COVER GASKET GASKET GASKET, SPACER PLATE GASKET SHIM W SILICONE BEAD GASKET, EXHAUST EXHAUST SLEEVE OIL PAN GASKET SEAL VALVE GASKET, PLATE INJECTOR SLEEVE SEAL",COSTEX CORPORATION,"5800 NW 74TH AVENUEMIAMI, FL. 33166 USA","REASCENSION ENTERPRISE CO.,LTD.","NO.36, LN. 15, ZHONGBEI 1ST ST.,LINKOU DIST., NEW TAIPEI CITY 244TAIWAN R.O.C.",COSTEX CORPORATION,HYSL-HECNY SHIPPING LIMITED,TAIWAN(CN),BUSAN/PUSAN,MIAMI,UNITED STATES,SOUTH KOREA,313,CTN,1.0,6775.01,21.65,2000*806*800,HECNY TRANSPORTATION INC.,MEDU3095790,MIAMI,FLORIDA,MADE IN TAIWAN R.O.C.,848490,FCL,KEELUNG,HECNY TRANSPORTATION (TAIWAN) LTD.,TRANSHIPMENT,1,FLORIDA
2023-04-09,128 CTNS ON 4 PLYWOOD PLTS SILICONE RUBBER PARTS INV NO.20230303012 HS CODE 8547.90.0010 SHP2303-575606 WOOD PACKAGING MATERIALPART LOAD CONTAINER(S) COVERED BY BLS : HKA2295763A-F,TESLA INC.,"45500 FREMONT BLVD.FREMONT CA 94538,UNITED STATES",BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA (518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),128,CTN,1.04,5000.0,39.06,4000*900*800,None,CMAU8431009,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-128 MADE IN CHINA,8547900010,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-04-09,"640 CTNS ON 20 PLYWOOD PLTS SILICONE RUBBER PARTS INV NO.20230308201 HS CODE 8547.90.0010 SHP2303-733211 WOOD PACKAGING MATERIALPART LOAD CONTAINER(S) COVERED BY BLS : HKA2295 HKA2295762B,HKA2295762C",TESLA INC.,"45500 FREMONT BLVD.FREMONT CA 94538,UNITED STATES",BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA (518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),640,CTN,1.78,10158.98,15.87,4000*900*800,None,BEAU6128017,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-640 MADE IN CHINA,8547900010,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-04-09,"SILICONE OIL BRUSH,9603.40.2000",SANAA BALLAN,2510 CR-48 FAYETTEVILLE AR 72701 US SANAA BALLAN TE 513-791-1506,YANWEN,"YANWEN LOGISTICS WAREHOUSE, BUILDING A1, PLOSLOGISTICS PARK, NO. 825, LONGHAI ROAD, YIWU CITY, YIWU CN YANWEN TE 15858938438",DE WELL CONTAINER SHIPPING INC.,DWCH-DEWELL CONTAINER SHIPPING,CHINA,SHANG HAI,LONG BEACH,UNITED STATES,CHINA,1,PCS,0.0,1.0,1.0,4000*806*800,DE WELL CONTAINER SHIPPING.,MATU5159011,LONG BEACH,CALIFORNIA,HVI000000000453341,950300;9603402000,LCL,SHANGHAI,DE WELL CONTAINER SHIPPING.,TRANSHIPMENT,1,ARKANSAS
2023-04-09,SILICONE RUBBER H.S CODE39100000 144DRUMS=6P PACKING MATERIAL.,RL JONES ASTEELFLASH,"CARE OF RL JONES 8830 SIEMPREVIVA RD.SUITE 100, SAN SAN DIEGO CA 92154 US","SHENZHEN ZHIHUACHEMICAL CO.,LTD.","3/F,NO.16,TONGQING ROADTONGLE COMMUNITY,BAOLONG SHENZHEN CN",ASTEELFLASH USA CORPORATION,CCFE,CHINA,YANTIAN,LONG BEACH,UNITED STATES,CHINA,144,DR,0.32,2889.99,20.07,4000*800*800,"FCC LOGISTICS, INC.",TTNU8822368,LONG BEACH,CALIFORNIA,ACKAGES THIS SHIPMENT CONTAINS NO SOLID WOOD US163488,0,LCL,YANTIAN CHINA,MASTER INTERNATIONAL LOGISTICS (CHINA)COMPANY LIMITED,TRANSHIPMENT,1,CALIFORNIA
2023-04-09,80 CTNS ON 6 PLYWOOD PLTS CABLE WITH CONNECTORS /SILICONE RUBBER PARTS INV NO. 20230310002 HS CODE 8547900010 85443000008544429090 SHP2302-4100990 WOOD PACKAGING MATERIAL PART LOAD CONTAINER(S) COVERED BY BLS : HKA2295764A-HKA2295764D,TESLA INC.,"45500 FREMONT BLVD.FREMONT CA 94538,UNITED STATES",BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA (518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),80,CTN,0.16,2948.0,36.85,2000*806*800,None,TGBU2177670,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-80 MADE IN CHINA,8544300000;8547900010,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-04-08,"SEALING PRODUCTS,PLASTIC SEALING PARTS,SILICONE SEAL COMPONENT,RUBBER SEALS,PLASTIC TAPES,TAPE,PLASTIC SEAL PARTS,RUBBER SEAL PARTS",ENGINEERED PRODUCTS & SERVICE INC.,"4221 COURTNEY ROAD FRANKSVILLE,WIFRANKSVILLE UNITED STATES 53126",EPSI CHINA,"YUAN QU 1 ROAD,SANBEI INDUSTRYZONE,CIXI CITY NINGBO CHINA315000",ENGINEERED PRODUCTS AND SERVICE INC,KFUN,CHINA,NING BO,LONG BEACH,UNITED STATES,CHINA,1270,CTN,2.0,18167.99,14.31,4000*900*800,None,MEDU4683628,LONG BEACH,CALIFORNIA,AS ADDRESSED,0,FCL,"NINGBO, CN",,TRANSHIPMENT,1,WISCONSIN
